jd,fid,pid,diffmaglim,pdiffimfilename,programpi,programid,rbversion,nid,rcid,field,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,candid,isdiffpos,tblid,xpos,ypos,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,sumrat,magapbig,sigmagapbig,ranr,decnr,scorr,obj_id
2458219.7311227,2,465231120215,20.088499069213867,/ztf/archive/sci/2018/0411/231111/ztf_20180411231111_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458219.7536458,2,465253640215,20.16510009765625,/ztf/archive/sci/2018/0411/253646/ztf_20180411253646_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458221.7510301,2,467251030215,19.381999969482422,/ztf/archive/sci/2018/0413/251019/ztf_20180413251019_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458221.7519444,2,467251940215,19.43720054626465,/ztf/archive/sci/2018/0413/251933/ztf_20180413251933_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458224.7007755,2,470200770215,19.222200393676758,/ztf/archive/sci/2018/0416/200752/ztf_20180416200752_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458224.7016898,2,470201680215,19.60300064086914,/ztf/archive/sci/2018/0416/201690/ztf_20180416201690_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458224.7142824,2,470214280215,19.482099533081055,/ztf/archive/sci/2018/0416/214248/ztf_20180416214248_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458224.7279861,2,470227980215,20.20549964904785,/ztf/archive/sci/2018/0416/227975/ztf_20180416227975_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458224.7436111,2,470243610215,20.11440086364746,/ztf/archive/sci/2018/0416/243600/ztf_20180416243600_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,2,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458224.7469907,2,470246990215,20.144399642944336,/ztf/archive/sci/2018/0416/246921/ztf_20180416246921_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458226.7626273,2,472262620215,20.540599822998047,/ztf/archive/sci/2018/0418/262604/ztf_20180418262604_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458227.756956,2,473256950215,20.613000869750977,/ztf/archive/sci/2018/0419/256852/ztf_20180419256852_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458227.7587847,2,473258780215,20.4867000579834,/ztf/archive/sci/2018/0419/258773/ztf_20180419258773_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458231.6815046,2,477181500215,20.27359962463379,/ztf/archive/sci/2018/0423/181470/ztf_20180423181470_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458231.779537,2,477279530215,20.111799240112305,/ztf/archive/sci/2018/0423/279525/ztf_20180423279525_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,2,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458232.7190972,2,478219090215,18.58839988708496,/ztf/archive/sci/2018/0424/219097/ztf_20180424219097_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458233.6952315,2,479195230215,19.985200881958008,/ztf/archive/sci/2018/0425/195220/ztf_20180425195220_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458233.6961458,2,479196140215,19.957300186157227,/ztf/archive/sci/2018/0425/196134/ztf_20180425196134_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458242.762963,2,488262960215,20.557899475097656,/ztf/archive/sci/2018/0504/262940/ztf_20180504262940_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458242.7639005,2,488263900215,20.480199813842773,/ztf/archive/sci/2018/0504/263889/ztf_20180504263889_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458243.6822106,2,489182210215,20.505300521850586,/ztf/archive/sci/2018/0505/182199/ztf_20180505182199_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458244.6803588,2,490180350215,20.436100006103516,/ztf/archive/sci/2018/0506/180347/ztf_20180506180347_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458245.6790856,2,491179080215,19.87849998474121,/ztf/archive/sci/2018/0507/179086/ztf_20180507179086_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458245.68,2,491180000215,19.808799743652344,/ztf/archive/sci/2018/0507/180000/ztf_20180507180000_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458246.7212847,2,492221280215,20.281600952148438,/ztf/archive/sci/2018/0508/221273/ztf_20180508221273_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458247.7376736,2,493237670215,20.5585994720459,/ztf/archive/sci/2018/0509/237650/ztf_20180509237650_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458248.7413542,2,494241350215,20.4768009185791,/ztf/archive/sci/2018/0510/241331/ztf_20180510241331_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458248.7441782,2,494244170215,20.526899337768555,/ztf/archive/sci/2018/0510/244155/ztf_20180510244155_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458250.7228935,2,496222890215,20.09980010986328,/ztf/archive/sci/2018/0512/222882/ztf_20180512222882_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458254.6983449,2,500198340215,20.567699432373047,/ztf/archive/sci/2018/0516/198333/ztf_20180516198333_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458254.6997454,2,500199740215,20.635900497436523,/ztf/archive/sci/2018/0516/199722/ztf_20180516199722_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458255.7434954,2,501243490215,20.54829978942871,/ztf/archive/sci/2018/0517/243472/ztf_20180517243472_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458256.7471412,2,502247140215,20.347900390625,/ztf/archive/sci/2018/0518/247130/ztf_20180518247130_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458256.7812963,2,502281290215,20.27829933166504,/ztf/archive/sci/2018/0518/281273/ztf_20180518281273_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,2,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458257.7377662,2,503237760215,20.368999481201172,/ztf/archive/sci/2018/0519/237755/ztf_20180519237755_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458257.7414583,2,503241450215,20.384199142456055,/ztf/archive/sci/2018/0519/241435/ztf_20180519241435_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458258.7029861,2,504202980215,20.43470001220703,/ztf/archive/sci/2018/0520/202975/ztf_20180520202975_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458260.7013542,2,506201350215,20.243900299072266,/ztf/archive/sci/2018/0522/201343/ztf_20180522201343_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458263.7304282,2,509230420215,20.37849998474121,/ztf/archive/sci/2018/0525/230428/ztf_20180525230428_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kasliwal,2,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458266.7552431,2,512255240215,19.635400772094727,/ztf/archive/sci/2018/0528/255243/ztf_20180528255243_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458266.756169,2,512256160215,19.655000686645508,/ztf/archive/sci/2018/0528/256157/ztf_20180528256157_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458267.783588,2,513283580215,18.564899444580078,/ztf/archive/sci/2018/0529/283576/ztf_20180529283576_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t7_f4_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458269.6775579,2,515177550215,20.06369972229004,/ztf/archive/sci/2018/0531/177546/ztf_20180531177546_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t8_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458274.7389352,1,520238930215,20.92690086364746,/ztf/archive/sci/2018/0605/238924/ztf_20180605238924_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t8_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458276.7219097,1,522221900215,20.862300872802734,/ztf/archive/sci/2018/0607/221898/ztf_20180607221898_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t8_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458276.7266204,1,522226620215,20.833599090576172,/ztf/archive/sci/2018/0607/226586/ztf_20180607226586_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t8_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458277.7221528,1,523222150215,20.705799102783203,/ztf/archive/sci/2018/0608/222141/ztf_20180608222141_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t8_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458277.7619907,2,523261990215,20.354299545288086,/ztf/archive/sci/2018/0608/261979/ztf_20180608261979_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t8_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458278.7165394,1,524216530215,20.567899703979492,/ztf/archive/sci/2018/0609/216412/ztf_20180609216412_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,3,t8_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458423.9652083,1,669465200215,19.09480094909668,/ztf/archive/sci/2018/1101/465185/ztf_20181101465185_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458424.0395718,2,669539570215,19.763999938964844,/ztf/archive/sci/2018/1101/539560/ztf_20181101539560_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458426.9626968,1,672462690215,20.088499069213867,/ztf/archive/sci/2018/1104/462627/ztf_20181104462627_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458427.0300116,2,672530010215,20.214099884033203,/ztf/archive/sci/2018/1104/530000/ztf_20181104530000_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458429.9903819,1,675490380215,20.70800018310547,/ztf/archive/sci/2018/1107/490382/ztf_20181107490382_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t12_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458971.6646644,2,1217164660215,20.090900421142578,/ztf/archive/sci/2020/0502/164653/ztf_20200502164653_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1217.0,2.0,754.0,26.170499801635742,2.4509199647582136e-05,0.03236930072307587,0.11521299928426743,3.537230077199638e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458971.7006944,2,1217200690215,19.91950035095215,/ztf/archive/sci/2020/0502/200694/ztf_20200502200694_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1217.0,2.0,754.0,26.154499053955078,2.0076899090781808e-05,0.029184900224208832,0.10778199881315231,2.8985499739064835e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458971.7607639,1,1217260760215,19.929500579833984,/ztf/archive/sci/2020/0502/260764/ztf_20200502260764_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1217.0,2.0,754.0,26.25909996032715,2.9207099942141213e-05,0.03466949984431267,-0.057028498500585556,4.6296299842651933e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458974.6943287,1,1220194320215,19.58209991455078,/ztf/archive/sci/2020/0505/194317/ztf_20200505194317_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1220.0,2.0,754.0,26.23699951171875,5.0774899136740714e-05,0.04416399821639061,-0.044282201677560806,8.868930308381096e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458974.7409259,2,1220240920215,19.59779930114746,/ztf/archive/sci/2020/0505/240926/ztf_20200505240926_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1220.0,2.0,754.0,26.127199172973633,2.5449500753893517e-05,0.03260970115661621,0.11487399786710739,3.635040047811344e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458974.7646759,2,1220264670215,19.740999221801758,/ztf/archive/sci/2020/0505/264676/ztf_20200505264676_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1220.0,2.0,754.0,26.139299392700195,3.067600118811242e-05,0.035802699625492096,0.10510700196027756,4.401909973239526e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458976.7895718,2,1222289570215,19.19849967956543,/ztf/archive/sci/2020/0507/289572/ztf_20200507289572_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1222.0,2.0,754.0,26.06130027770996,3.089970050496049e-05,0.035667501389980316,0.11311700195074081,4.389899913803674e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458977.7423032,2,1223242300215,19.052799224853516,/ztf/archive/sci/2020/0508/242303/ztf_20200508242303_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1223.0,2.0,754.0,25.821399688720703,4.2967199988197535e-05,0.042205698788166046,0.10687699913978577,6.232989835552871e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458980.6966667,1,1226196660215,20.935300827026367,/ztf/archive/sci/2020/0511/196667/ztf_20200511196667_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1226.0,2.0,754.0,26.21929931640625,1.778049954737071e-05,0.027269400656223297,-0.07673879712820053,2.551460056565702e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458980.7434722,2,1226243470215,20.75749969482422,/ztf/archive/sci/2020/0511/243472/ztf_20200511243472_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1226.0,2.0,754.0,26.172199249267578,2.852629950211849e-05,0.034759700298309326,0.10750199854373932,4.08710002375301e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458985.686412,1,1231186410215,20.735300064086914,/ztf/archive/sci/2020/0516/186412/ztf_20200516186412_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1231.0,2.0,754.0,26.23509979248047,1.7864800611278042e-05,0.02740900032222271,-0.06647100299596786,2.5476700102444738e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458991.6833218,1,1237183320215,20.68779945373535,/ztf/archive/sci/2020/0522/183310/ztf_20200522183310_000754_zg_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1237.0,2.0,754.0,26.221500396728516,2.0904299162793905e-05,0.02963400073349476,-0.050655100494623184,3.0306500775623135e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458991.7210417,2,1237221040215,20.546600341796875,/ztf/archive/sci/2020/0522/221042/ztf_20200522221042_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1237.0,2.0,754.0,26.16950035095215,1.5574800272588618e-05,0.025679800659418106,0.11197499930858612,2.2364300093613565e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458994.6951273,2,1240195120215,20.433300018310547,/ztf/archive/sci/2020/0525/195127/ztf_20200525195127_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1240.0,2.0,754.0,26.111900329589844,2.1083800675114617e-05,0.029760900884866714,0.10385499894618988,3.0360099117388017e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
2458997.7462269,2,1243246220215,20.39389991760254,/ztf/archive/sci/2020/0528/246215/ztf_20200528246215_000754_zr_c01_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,t17_f5_c3,1243.0,2.0,754.0,26.130199432373047,2.2808400899521075e-05,0.030912300571799278,0.11152300238609314,3.2793599530123174e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18aayyqia
